ens_gene,Symbol,Uniq_syms,entrez,Gene_name,1_00_2day,2_00_2day,3_00_2day,1_05_2day,2_05_2day,3_05_2day,1_20_2day,2_20_2day,3_20_2day,1_40_2day,2_40_2day,3_40_2day
ENSG00000083444.17,PLOD1,PLOD1,5351,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",4373,4321,5421,4479,6043,4149,4315,4725,3451,3586,4892,1841
ENSG00000116688.17,MFN2,MFN2,9927,mitofusin 2,6552,6522,8603,6516,9202,7208,6731,6909,5891,5898,8233,3381
ENSG00000116691.11,MIIP,MIIP,60672,migration and invasion inhibitory protein,460,492,687,606,788,357,531,505,343,536,564,138
ENSG00000120949.15,TNFRSF8,TNFRSF8,943,TNF receptor superfamily member 8,20,15,24,10,17,10,6,14,9,11,8,4
ENSG00000028137.19,TNFRSF1B,TNFRSF1B,7133,TNF receptor superfamily member 1B,33,35,35,41,50,24,20,33,19,14,23,13
ENSG00000048707.15,VPS13D,VPS13D,55187,vacuolar protein sorting 13 homolog D,1978,1991,2852,2231,3033,3561,2356,2232,2247,1931,2913,1479
ENSG00000239149.1,SNORA59B,SNORA59B,677882,"small nucleolar RNA, H/ACA box 59B",1,1,3,3,3,2,3,5,1,4,3,1
ENSG00000162496.9,DHRS3,DHRS3,9249,dehydrogenase/reductase 3,147,143,201,131,178,108,96,116,127,152,183,119
ENSG00000272482.1,NA,ENSG00000272482.1,NA,NA,1,2,0,1,1,0,0,0,2,2,3,1
ENSG00000179172.9,HNRNPCL1,HNRNPCL1,343069,heterogeneous nuclear ribonucleoprotein C like 1,1,4,0,0,1,1,4,1,1,0,0,1
ENSG00000162493.16,PDPN,PDPN,10630,podoplanin,134,176,227,169,203,202,179,220,192,130,220,176
ENSG00000116731.22,PRDM2,PRDM2,7799,PR/SET domain 2,1164,1166,1650,1250,1635,1711,1332,1214,1448,1075,1452,1333
ENSG00000189337.17,KAZN,KAZN,23254,"kazrin, periplakin interacting protein",1092,1125,1552,1100,1393,1286,1072,1066,943,1069,1339,865
ENSG00000234593.3,KAZN-AS1,KAZN-AS1,105376762,KAZN antisense RNA 1,0,2,2,0,0,1,2,3,2,1,1,3
ENSG00000175147.13,TMEM51-AS1,TMEM51-AS1,200197,TMEM51 antisense RNA 1,5,3,3,3,2,1,5,0,4,2,6,0
ENSG00000171729.14,TMEM51,TMEM51,55092,transmembrane protein 51,1008,978,1402,994,1357,1074,1193,1111,1022,1006,1248,875
ENSG00000278480.1,NA,ENSG00000278480.1,NA,NA,1,4,1,0,1,2,2,1,1,0,0,1
ENSG00000142621.19,FHAD1,FHAD1,114827,forkhead associated phosphopeptide binding domain 1,6,5,6,5,13,7,10,4,6,7,6,14
ENSG00000228140.2,EFHD2-AS1,EFHD2-AS1,101927441,EFHD2 antisense RNA 1,1,5,6,4,12,5,3,2,3,1,5,0
ENSG00000142634.13,EFHD2,EFHD2,79180,EF-hand domain family member D2,3344,3386,4825,3528,4632,2900,3485,3495,2767,2880,3537,2247
ENSG00000162438.12,CTRC,CTRC,11330,chymotrypsin C,0,0,3,1,1,2,3,0,0,0,1,0
ENSG00000132906.18,CASP9,CASP9,842,caspase 9,380,397,540,442,567,397,338,381,329,301,373,235
ENSG00000116138.13,DNAJC16,DNAJC16,23341,DnaJ heat shock protein family (Hsp40) member C16,1019,890,1230,1092,1381,1257,1124,1048,1127,1002,1541,1008
ENSG00000272510.1,NA,ENSG00000272510.1,NA,NA,0,2,2,0,2,6,0,0,0,0,2,0
ENSG00000116771.6,AGMAT,AGMAT,79814,agmatinase,102,111,161,127,176,142,166,166,153,142,184,121
ENSG00000237301.1,NA,ENSG00000237301.1,NA,NA,1,2,8,1,0,1,2,3,2,3,0,1
ENSG00000235084.3,NA,ENSG00000235084.3,NA,NA,17,18,19,19,34,19,19,9,21,21,27,20
ENSG00000197312.12,DDI2,DDI2,84301,DNA damage inducible 1 homolog 2,1450,1362,1959,1452,1974,2292,1642,1512,1729,1388,1912,1258
ENSG00000116786.13,PLEKHM2,PLEKHM2,23207,pleckstrin homology and RUN domain containing M2,2522,2485,3241,2707,3651,2439,2794,2907,2259,2463,3429,1216
ENSG00000162461.8,SLC25A34,SLC25A34,284723,solute carrier family 25 member 34,6,6,8,9,5,3,3,7,2,2,7,1
ENSG00000224459.1,SLC25A34-AS1,SLC25A34-AS1,110806303,SLC25A34 and TMEM82 antisense RNA 1,4,4,7,9,7,1,10,9,8,8,8,16
ENSG00000162458.13,FBLIM1,FBLIM1,54751,filamin binding LIM protein 1,2050,2030,2454,2128,3166,2252,3352,3177,2561,2617,3476,1563
ENSG00000224321.1,NA,ENSG00000224321.1,NA,NA,3,1,1,0,3,0,1,0,1,0,3,0
ENSG00000233954.6,UQCRHL,UQCRHL,440567,ubiquinol-cytochrome c reductase hinge protein like,242,315,528,350,410,222,318,335,356,401,359,195
ENSG00000178715.8,RPS16P1,RPS16P1,441876,ribosomal protein S16 pseudogene 1,41,36,46,48,59,29,30,34,43,47,52,64
ENSG00000179743.4,SPEN-AS1,SPEN-AS1,729614,SPEN antisense RNA 1,57,53,72,57,75,46,35,47,46,36,32,12
ENSG00000065526.12,SPEN,SPEN,23013,spen family transcriptional repressor,2946,2916,4978,3556,4366,5199,3278,3255,3225,2671,3824,2805
ENSG00000116809.11,ZBTB17,ZBTB17,7709,zinc finger and BTB domain containing 17,648,629,862,800,993,503,654,677,505,770,821,382
ENSG00000232456.1,FAM131C2P,FAM131C2P,440568,family with sequence similarity 131 member C pseudogene,0,2,4,3,2,0,0,2,1,0,3,0
ENSG00000184908.17,CLCNKB,CLCNKB,1188,chloride voltage-gated channel Kb,4,3,12,8,2,4,7,5,6,3,4,1
ENSG00000185519.9,FAM131C,FAM131C,348487,family with sequence similarity 131 member C,21,21,33,14,23,19,10,10,15,15,16,2
ENSG00000142627.13,EPHA2,EPHA2,1969,EPH receptor A2,3000,2902,4010,3498,4265,2806,4566,3553,2547,3702,5216,1560
ENSG00000227959.1,NA,ENSG00000227959.1,NA,NA,7,6,7,11,15,11,4,7,7,9,16,1
ENSG00000224621.1,NA,ENSG00000224621.1,NA,NA,6,4,8,7,5,1,7,7,7,2,2,3
ENSG00000142632.17,ARHGEF19,ARHGEF19,128272,Rho guanine nucleotide exchange factor 19,155,165,194,186,234,162,163,154,118,121,152,43
ENSG00000237276.8,NA,ENSG00000237276.8,NA,NA,9,10,22,11,12,14,9,9,8,14,16,7
ENSG00000288398.1,NA,ENSG00000288398.1,NA,NA,112,111,120,77,155,91,68,82,53,63,96,37
ENSG00000132881.12,CPLANE2,CPLANE2,79363,ciliogenesis and planar polarity effector complex subunit 2,71,56,69,78,80,48,48,65,46,51,55,10
ENSG00000233929.1,NA,ENSG00000233929.1,NA,NA,2,1,2,1,1,1,0,1,0,3,0,3
ENSG00000037637.11,FBXO42,FBXO42,54455,F-box protein 42,1074,1085,1337,1047,1393,1298,1000,1053,960,883,1287,589
ENSG00000055070.17,SZRD1,SZRD1,26099,SUZ RNA binding domain containing 1,7180,7497,10162,6856,9929,7505,7495,7928,6612,6209,8147,3345
ENSG00000226457.1,RPL22P3,RPL22P3,729662,ribosomal protein L22 pseudogene 3,1,2,6,0,10,0,3,0,6,2,4,1
ENSG00000187144.11,SPATA21,SPATA21,374955,spermatogenesis associated 21,5,8,6,7,10,5,5,7,7,10,5,8
ENSG00000157191.20,NECAP2,NECAP2,55707,NECAP endocytosis associated 2,2569,2596,3544,2755,3731,2575,2818,2895,2745,2769,3144,1761
ENSG00000226029.1,LINC01772,LINC01772,107984921,long intergenic non-protein coding RNA 1772,10,10,19,11,10,9,9,13,14,3,15,10
ENSG00000080947.15,CROCCP3,CROCCP3,114819,CROCC pseudogene 3,30,32,49,32,47,40,32,30,55,28,24,31
ENSG00000219481.10,NBPF1,NBPF1,55672,NBPF member 1,1674,1821,2429,1803,2261,2010,1523,1482,1654,1364,1860,1639
ENSG00000215908.10,NA,ENSG00000215908.10,NA,NA,309,311,647,457,478,382,358,319,369,405,342,189
ENSG00000186301.8,NA,ENSG00000186301.8,NA,NA,6,5,13,18,10,12,8,9,21,26,20,9
ENSG00000236698.1,NA,ENSG00000236698.1,NA,NA,35,48,47,48,43,44,44,38,47,37,58,43
ENSG00000058453.17,CROCC,CROCC,9696,"ciliary rootlet coiled-coil, rootletin",126,134,213,144,203,129,129,135,101,137,164,67
ENSG00000186715.11,MST1L,MST1L,11223,macrophage stimulating 1 like (pseudogene),4,1,4,5,4,4,4,4,4,3,11,11
ENSG00000238142.2,LOC105376805,LOC105376805,105376805,uncharacterized LOC105376805,29,58,74,66,49,39,37,41,43,34,32,25
ENSG00000235241.1,LOC107985101,LOC107985101,107985101,uncharacterized LOC107985101,2,0,0,3,0,6,1,0,1,0,0,0
ENSG00000117122.14,MFAP2,MFAP2,4237,microfibril associated protein 2,24,17,38,21,31,8,15,17,8,8,12,9
ENSG00000226526.1,NA,ENSG00000226526.1,NA,NA,2,1,2,0,4,2,0,3,0,2,4,3
ENSG00000159363.18,ATP13A2,ATP13A2,23400,ATPase cation transporting 13A2,568,568,661,562,791,536,608,630,455,643,886,188
ENSG00000117118.10,SDHB,SDHB,6390,succinate dehydrogenase complex iron sulfur subunit B,3226,3324,4429,3216,4500,3511,3635,3693,3918,3708,4607,3950
ENSG00000117115.13,PADI2,PADI2,11240,peptidyl arginine deiminase 2,14,12,11,11,13,8,7,4,1,7,11,0
ENSG00000204362.6,LINC02783,LINC02783,400743,long intergenic non-protein coding RNA 2783,4,4,7,5,4,5,7,5,9,8,15,16
ENSG00000142623.11,PADI1,PADI1,29943,peptidyl arginine deiminase 1,4,3,7,2,1,2,2,9,5,8,14,2
ENSG00000142619.4,PADI3,PADI3,51702,peptidyl arginine deiminase 3,5,2,10,5,4,3,1,2,2,8,12,3
ENSG00000159339.13,PADI4,PADI4,23569,peptidyl arginine deiminase 4,2,0,1,2,3,3,3,5,2,3,7,1
ENSG00000227751.1,RCC2-AS1,RCC2-AS1,114515514,RCC2 antisense RNA 1,3,5,1,0,3,1,0,1,0,1,1,1
ENSG00000179051.14,RCC2,RCC2,55920,regulator of chromosome condensation 2,6455,6161,7804,6161,8197,7263,5758,5891,4969,4524,6175,3359
ENSG00000074964.17,ARHGEF10L,ARHGEF10L,55160,Rho guanine nucleotide exchange factor 10 like,332,314,402,376,474,304,330,347,250,257,325,121
ENSG00000117148.8,ACTL8,ACTL8,81569,actin like 8,5,9,4,5,13,3,2,6,2,2,5,1
ENSG00000159423.17,ALDH4A1,ALDH4A1,8659,aldehyde dehydrogenase 4 family member A1,1136,1134,1409,1182,1597,993,1034,1162,953,862,1043,229
ENSG00000169991.11,IFFO2,IFFO2,126917,intermediate filament family orphan 2,1135,1082,1469,1040,1391,1241,1253,975,894,785,1055,544
ENSG00000272084.1,NA,ENSG00000272084.1,NA,NA,10,5,19,14,10,9,14,13,6,9,25,3
ENSG00000127481.15,UBR4,UBR4,23352,ubiquitin protein ligase E3 component n-recognin 4,7104,7272,10200,8391,11549,12905,9445,9456,8680,8785,13487,6387
ENSG00000230424.1,EMC1-AS1,EMC1-AS1,101927895,EMC1 antisense RNA 1,17,13,17,8,21,9,9,9,13,7,7,5
ENSG00000127463.15,EMC1,EMC1,23065,ER membrane protein complex subunit 1,4452,4443,5816,4777,6482,5975,4967,5065,4796,4214,6168,2857
ENSG00000053372.5,MRTO4,MRTO4,51154,"MRT4 homolog, ribosome maturation factor",4152,4446,5730,4377,6035,4298,4801,4892,4834,4297,5115,2530
ENSG00000211454.14,AKR7L,AKR7L,246181,aldo-keto reductase family 7 like (gene/pseudogene),10,7,17,14,21,17,11,7,17,12,5,15
ENSG00000162482.5,AKR7A3,AKR7A3,22977,aldo-keto reductase family 7 member A3,8,15,14,8,11,10,4,5,6,9,6,5
ENSG00000053371.12,AKR7A2,AKR7A2,8574,aldo-keto reductase family 7 member A2,972,1014,1169,1081,1380,770,906,968,738,774,966,335
ENSG00000200403.1,RNU6-1099P,RNU6-1099P,106481526,"RNA, U6 small nuclear 1099, pseudogene",2,1,6,2,3,8,3,3,1,3,3,6
ENSG00000040487.13,SLC66A1,SLC66A1,54896,solute carrier family 66 member 1,483,561,654,595,827,481,668,741,529,681,816,308
ENSG00000077549.18,CAPZB,CAPZB,832,capping actin protein of muscle Z-line subunit beta,9992,9884,13432,9596,12903,11251,10700,11138,10240,9547,13499,8842
ENSG00000173436.15,MICOS10,MICOS10,440574,mitochondrial contact site and cristae organizing system subunit 10,277,316,436,305,433,345,313,328,347,367,441,515
ENSG00000158747.14,NBL1,NBL1,4681,"NBL1, DAN family BMP antagonist",1193,1170,1486,1111,1713,942,1072,1254,863,921,1174,253
ENSG00000226396.1,NA,ENSG00000226396.1,NA,NA,57,82,98,81,99,61,69,67,64,73,104,750
ENSG00000158748.4,HTR6,HTR6,3362,5-hydroxytryptamine receptor 6,2,2,1,2,2,4,1,0,0,0,0,1
ENSG00000162542.13,TMCO4,TMCO4,255104,transmembrane and coiled-coil domains 4,352,308,431,353,438,343,370,364,336,313,454,180
ENSG00000169914.6,OTUD3,OTUD3,23252,OTU deubiquitinase 3,595,579,896,641,830,893,744,653,757,685,998,656
ENSG00000162545.6,CAMK2N1,CAMK2N1,55450,calcium/calmodulin dependent protein kinase II inhibitor 1,271,272,436,254,388,376,271,293,280,282,342,423
ENSG00000090432.7,MUL1,MUL1,79594,mitochondrial E3 ubiquitin protein ligase 1,1311,1318,1673,1414,1989,1244,1462,1590,1238,1379,1744,634
ENSG00000183114.8,FAM43B,FAM43B,163933,family with sequence similarity 43 member B,5,7,4,5,4,3,2,2,3,4,4,1
ENSG00000158825.6,CDA,CDA,978,cytidine deaminase,10,17,20,17,19,11,29,22,15,17,33,8
ENSG00000158828.8,PINK1,PINK1,65018,PTEN induced kinase 1,1690,1812,2214,1886,2515,1920,2156,2312,1767,2186,2663,1230
ENSG00000117242.7,PINK1-AS,PINK1-AS,100861548,PINK1 antisense RNA,629,601,941,668,845,744,661,687,643,497,677,437
ENSG00000244038.9,DDOST,DDOST,1650,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,8403,8265,11845,8710,12038,8220,8075,8591,7546,7232,9227,3550
ENSG00000117245.12,KIF17,KIF17,57576,kinesin family member 17,40,41,43,41,50,32,50,49,41,56,64,42
ENSG00000189410.12,SH2D5,SH2D5,400745,SH2 domain containing 5,573,597,753,689,998,682,929,915,804,994,1170,369
ENSG00000127483.19,HP1BP3,HP1BP3,50809,heterochromatin protein 1 binding protein 3,7888,7494,11273,7703,10568,11792,8346,8215,9518,8137,11234,8522
ENSG00000075151.20,EIF4G3,EIF4G3,8672,eukaryotic translation initiation factor 4 gamma 3,5376,5352,7688,5520,7541,8331,6220,5967,6569,5547,7993,7136
ENSG00000233072.1,RPS15AP6,RPS15AP6,100271141,ribosomal protein S15a pseudogene 6,3,0,0,1,1,0,0,1,5,0,2,1
ENSG00000287192.1,NA,ENSG00000287192.1,NA,NA,0,1,2,0,0,0,0,1,4,2,0,0
ENSG00000117298.16,ECE1,ECE1,1889,endothelin converting enzyme 1,4577,4712,6036,4909,6193,5143,4469,4435,3654,3351,4883,2170
ENSG00000187952.9,NA,ENSG00000187952.9,NA,NA,8,9,6,13,14,4,4,7,4,4,7,0
ENSG00000142794.18,NBPF3,NBPF3,84224,NBPF member 3,715,712,1046,780,974,920,593,568,689,457,644,362
ENSG00000076864.19,RAP1GAP,RAP1GAP,5909,RAP1 GTPase activating protein,19,17,21,20,24,14,9,15,18,12,19,11
ENSG00000090686.16,USP48,USP48,84196,ubiquitin specific peptidase 48,3575,3474,4924,3467,4302,4990,3440,3312,3999,2830,3820,3779
ENSG00000187942.12,LDLRAD2,LDLRAD2,401944,low density lipoprotein receptor class A domain containing 2,21,27,15,22,29,17,16,18,17,16,21,6
ENSG00000142798.20,HSPG2,HSPG2,3339,heparan sulfate proteoglycan 2,9009,8979,11289,11243,14164,9956,9376,9503,6196,8066,11778,2572
ENSG00000232037.3,RPL21P29,RPL21P29,440575,ribosomal protein L21 pseudogene 29,3,7,6,6,4,2,7,4,11,5,10,3
ENSG00000228397.3,LINC01635,LINC01635,101928043,long intergenic non-protein coding RNA 1635,4,0,1,2,1,2,2,2,2,0,0,2
ENSG00000218510.8,LINC00339,LINC00339,29092,long intergenic non-protein coding RNA 339,65,84,152,83,111,69,100,76,78,94,76,77
ENSG00000070831.17,CDC42,CDC42,998,cell division cycle 42,21480,22383,31295,21823,29721,24529,21112,21233,24087,17135,22277,19734
ENSG00000285752.1,NA,ENSG00000285752.1,NA,NA,1,0,3,3,3,5,2,2,0,1,3,4
ENSG00000162552.15,WNT4,WNT4,54361,Wnt family member 4,7,6,4,6,4,3,4,0,1,1,0,4
ENSG00000285873.1,NA,ENSG00000285873.1,NA,NA,6,4,13,5,11,2,4,6,9,11,9,3
ENSG00000184677.18,ZBTB40,ZBTB40,9923,zinc finger and BTB domain containing 40,877,906,1214,1032,1509,1591,1536,1551,1521,1540,2294,1260
ENSG00000237200.1,NA,ENSG00000237200.1,NA,NA,2,0,4,2,0,4,1,3,4,2,3,4
ENSG00000133216.16,EPHB2,EPHB2,2048,EPH receptor B2,2911,2926,3685,3091,4412,3202,3609,3920,3071,4140,5577,2322
ENSG00000264014.1,MIR4253,MIR4253,100422914,microRNA 4253,1,3,2,2,5,0,1,1,0,1,1,1
ENSG00000004487.16,KDM1A,KDM1A,23028,lysine demethylase 1A,6056,6222,7936,5991,7943,7218,5628,5721,5974,4452,6057,4781
ENSG00000169641.13,LUZP1,LUZP1,7798,leucine zipper protein 1,4561,4728,6329,4804,6507,7255,6071,5578,5765,4547,6994,4617
ENSG00000179546.4,HTR1D,HTR1D,3352,5-hydroxytryptamine receptor 1D,535,528,812,520,644,653,386,459,382,304,433,279
ENSG00000261326.4,NA,ENSG00000261326.4,NA,NA,43,42,125,80,89,113,64,67,105,90,69,100
ENSG00000125944.20,HNRNPR,HNRNPR,10236,heterogeneous nuclear ribonucleoprotein R,16696,16429,22839,16336,21432,21201,17202,16371,19821,14461,20373,22391
ENSG00000125945.15,ZNF436,ZNF436,80818,zinc finger protein 436,863,799,1074,821,1083,1065,865,832,990,708,1073,680
ENSG00000249087.7,ZNF436-AS1,ZNF436-AS1,148898,ZNF436 antisense RNA 1,16,27,31,19,32,33,23,16,27,20,14,18
ENSG00000204219.11,TCEA3,TCEA3,6920,transcription elongation factor A3,73,78,103,77,115,87,77,81,59,81,97,124
ENSG00000088280.19,ASAP3,ASAP3,55616,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",943,962,1239,972,1321,1026,824,871,753,640,847,332
ENSG00000007968.7,E2F2,E2F2,1870,E2F transcription factor 2,646,630,839,630,810,741,473,489,434,249,273,96
ENSG00000235052.1,NA,ENSG00000235052.1,NA,NA,3,0,1,4,1,0,3,3,0,1,3,4
ENSG00000117318.9,ID3,ID3,3399,inhibitor of DNA binding 3,3268,3450,4304,3113,4932,2478,4052,3766,2640,3567,4202,1617
ENSG00000285802.1,NA,ENSG00000285802.1,NA,NA,2,2,2,2,3,3,3,4,3,5,3,6
ENSG00000142676.14,RPL11,RPL11,6135,ribosomal protein L11,26264,28230,41235,29479,34889,26484,30359,29325,35188,31399,32968,49688
ENSG00000236810.6,ELOA-AS1,ELOA-AS1,100506963,ELOA antisense RNA 1,36,38,35,40,54,35,46,28,37,44,53,53
ENSG00000011007.12,ELOA,ELOA,6924,elongin A,3826,3896,5378,3812,5312,5334,4485,4410,4576,3462,4944,3438
ENSG00000057757.10,PITHD1,PITHD1,57095,PITH domain containing 1,1607,1504,2055,1504,2162,1923,1960,1864,1970,1577,2125,1677
ENSG00000011009.11,LYPLA2,LYPLA2,11313,lysophospholipase 2,1093,1117,1563,1183,1635,1046,1258,1331,926,1336,1540,441
ENSG00000117308.15,GALE,GALE,2582,UDP-galactose-4-epimerase,1227,1282,1614,1421,1895,1083,1432,1595,1253,1553,1833,725
ENSG00000117305.15,HMGCL,HMGCL,3155,3-hydroxy-3-methylglutaryl-CoA lyase,546,543,660,503,714,597,528,563,594,506,621,356
ENSG00000179163.11,FUCA1,FUCA1,2517,alpha-L-fucosidase 1,496,449,572,474,696,567,512,529,638,585,851,605
ENSG00000189266.13,PNRC2,PNRC2,55629,proline rich nuclear receptor coactivator 2,4637,4489,6364,4602,5647,5368,4409,3958,5131,3610,4529,4441
ENSG00000188529.15,SRSF10,SRSF10,10772,serine and arginine rich splicing factor 10,8340,8229,12054,8635,11687,10991,8215,7788,10276,6866,8645,8402
ENSG00000142661.19,MYOM3,MYOM3,127294,myomesin 3,8,8,9,7,7,7,4,3,5,10,4,4
ENSG00000142677.4,IL22RA1,IL22RA1,58985,interleukin 22 receptor subunit alpha 1,47,49,71,52,67,40,45,27,34,19,28,18
ENSG00000185436.12,IFNLR1,IFNLR1,163702,interferon lambda receptor 1,85,92,112,92,129,90,89,116,101,106,117,35
ENSG00000158055.15,GRHL3,GRHL3,57822,grainyhead like transcription factor 3,6,7,5,7,7,10,2,6,2,8,8,5
ENSG00000001460.18,STPG1,STPG1,90529,sperm tail PG-rich repeat containing 1,625,615,842,645,845,732,685,694,725,741,953,611
ENSG00000001461.17,NIPAL3,NIPAL3,57185,NIPA like domain containing 3,3365,3267,4486,3461,4718,4469,4482,4493,4338,4185,5994,2863
ENSG00000286061.1,RCAN3AS,RCAN3AS,100750325,RCAN3 antisense RNA,2,3,4,0,4,6,1,3,1,3,3,0
ENSG00000117602.12,RCAN3,RCAN3,11123,RCAN family member 3,2368,2372,3664,2180,2940,3727,2007,1956,2563,1723,2099,1712
ENSG00000264443.1,NA,ENSG00000264443.1,NA,NA,2,3,0,0,1,1,1,0,1,1,1,1
ENSG00000133226.17,SRRM1,SRRM1,10250,serine and arginine repetitive matrix 1,4872,4812,7693,5285,6159,7703,5036,4985,5463,4685,5841,6520
ENSG00000169504.15,CLIC4,CLIC4,25932,chloride intracellular channel 4,36541,35815,47787,34864,50160,51213,39945,38350,45064,34004,48535,35594
ENSG00000020633.18,RUNX3,RUNX3,864,RUNX family transcription factor 3,430,432,584,434,618,459,437,442,366,420,567,255
ENSG00000117614.10,SYF2,SYF2,25949,SYF2 pre-mRNA splicing factor,1990,2074,3017,2247,2752,2419,2271,2211,2789,2500,2848,4674
ENSG00000284602.1,NA,ENSG00000284602.1,NA,NA,5,2,8,5,11,11,8,8,15,8,11,11
ENSG00000284657.1,NA,ENSG00000284657.1,NA,NA,1,0,1,0,1,0,3,2,0,0,2,1
ENSG00000117616.18,RSRP1,RSRP1,57035,arginine and serine rich protein 1,686,673,1654,1190,1194,1129,825,676,1191,942,728,1115
ENSG00000272432.1,NA,ENSG00000272432.1,NA,NA,3,2,3,0,3,1,1,1,3,0,0,2
ENSG00000261349.1,NA,ENSG00000261349.1,NA,NA,8,6,10,4,14,5,11,19,17,15,27,12
ENSG00000224183.1,NA,ENSG00000224183.1,NA,NA,5,7,7,8,7,3,5,4,3,4,7,3
ENSG00000259984.1,NA,ENSG00000259984.1,NA,NA,0,0,1,0,0,4,2,0,1,0,1,12
ENSG00000183726.11,TMEM50A,TMEM50A,23585,transmembrane protein 50A,9044,8795,12366,8690,12338,11080,9421,9458,10343,8237,11238,8724
ENSG00000188672.18,RHCE,RHCE,6006,Rh blood group CcEe antigens,9,7,9,5,7,1,4,5,6,2,7,3
ENSG00000238084.4,NA,ENSG00000238084.4,NA,NA,11,5,9,5,14,6,10,6,6,9,6,2
ENSG00000204178.11,MACO1,MACO1,55219,macoilin 1,1427,1336,1879,1394,1980,1822,1565,1675,1722,1454,1967,2033
ENSG00000157978.12,LDLRAP1,LDLRAP1,26119,low density lipoprotein receptor adaptor protein 1,1000,926,1370,931,1249,1037,755,835,701,616,748,423
ENSG00000225643.1,NA,ENSG00000225643.1,NA,NA,4,1,1,3,1,0,2,0,0,0,0,0
ENSG00000117643.14,MAN1C1,MAN1C1,57134,mannosidase alpha class 1C member 1,188,238,246,199,280,192,156,168,125,108,138,75
ENSG00000162430.17,SELENON,SELENON,57190,selenoprotein N,3493,3531,4861,3399,4632,3660,2810,3105,2255,2065,2681,1107
ENSG00000228172.5,NA,ENSG00000228172.5,NA,NA,5,4,8,1,9,4,7,7,9,10,6,7
ENSG00000117640.18,MTFR1L,MTFR1L,56181,mitochondrial fission regulator 1 like,1182,1106,1625,1198,1657,1324,1109,1153,1144,1018,1295,748
ENSG00000127423.10,AUNIP,AUNIP,79000,aurora kinase A and ninein interacting protein,711,673,925,692,923,840,671,672,754,541,673,541
ENSG00000236528.1,NA,ENSG00000236528.1,NA,NA,1,2,2,8,2,2,2,7,2,0,4,7
ENSG00000182749.5,PAQR7,PAQR7,164091,progestin and adipoQ receptor family member 7,496,497,699,550,745,523,520,547,452,472,631,214
ENSG00000117632.23,STMN1,STMN1,3925,stathmin 1,34162,34950,45192,33769,45549,40029,32077,32376,38026,26834,33618,32801
ENSG00000158006.14,PAFAH2,PAFAH2,5051,platelet activating factor acetylhydrolase 2,442,437,577,475,643,503,397,424,426,401,472,268
ENSG00000158008.10,EXTL1,EXTL1,2134,exostosin like glycosyltransferase 1,3,1,0,1,5,1,2,2,2,3,2,2
ENSG00000158014.15,SLC30A2,SLC30A2,7780,solute carrier family 30 member 2,2,4,1,8,7,0,2,1,2,5,8,0
ENSG00000158022.6,TRIM63,TRIM63,84676,tripartite motif containing 63,0,0,2,0,4,1,5,3,0,7,6,7
ENSG00000175087.10,PDIK1L,PDIK1L,149420,PDLIM1 interacting kinase 1 like,555,556,787,579,792,679,665,624,727,562,733,598
ENSG00000236782.7,ZNF593OS,ZNF593OS,118568799,ZNF593 opposite strand,7,13,12,17,26,1,12,18,7,12,14,13
ENSG00000142684.9,ZNF593,ZNF593,51042,zinc finger protein 593,686,817,1057,962,1130,625,716,845,647,857,833,562
ENSG00000142675.18,CNKSR1,CNKSR1,10256,connector enhancer of kinase suppressor of Ras 1,74,81,106,77,85,59,83,75,84,74,103,31
ENSG00000130695.15,CEP85,CEP85,64793,centrosomal protein 85,1737,1796,2378,1947,2608,2210,1749,1689,1775,1288,1784,1026
ENSG00000142669.15,SH3BGRL3,SH3BGRL3,83442,SH3 domain binding glutamate rich protein like 3,6460,6448,8140,6589,8733,6659,6948,7462,5989,7416,9823,7022
ENSG00000158062.20,UBXN11,UBXN11,91544,UBX domain protein 11,246,234,388,319,359,199,284,268,257,360,367,170
ENSG00000176092.15,CRYBG2,CRYBG2,55057,crystallin beta-gamma domain containing 2,60,34,45,37,42,35,31,31,35,43,43,8
ENSG00000117682.17,DHDDS,DHDDS,79947,dehydrodolichyl diphosphate synthase subunit,1431,1463,2002,1550,2225,1737,1773,1786,1693,1708,2313,1175
ENSG00000225891.2,NA,ENSG00000225891.2,NA,NA,3,1,1,2,3,1,1,0,2,1,3,4
ENSG00000198830.11,HMGN2,HMGN2,3151,high mobility group nucleosomal binding domain 2,26585,26901,36179,25572,35599,28232,23601,23043,22747,19234,23818,15591
ENSG00000117676.14,RPS6KA1,RPS6KA1,6195,ribosomal protein S6 kinase A1,2132,2157,2619,1942,2845,2193,2007,1983,1629,1660,2178,822
ENSG00000260063.1,LOC101928728,LOC101928728,101928728,uncharacterized LOC101928728,21,31,40,29,31,28,43,32,30,31,32,14
ENSG00000117713.20,ARID1A,ARID1A,8289,AT-rich interaction domain 1A,5128,5099,6883,5324,6934,7364,5455,5401,5062,4444,6298,4022
ENSG00000060642.10,PIGV,PIGV,55650,phosphatidylinositol glycan anchor biosynthesis class V,331,361,461,399,479,402,386,355,338,255,357,190
